PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence 
89,2024-05-12,12:49:22.41,3,6,"Smith, Austin",801563,Left,SAN_TOR,"Fung, Matt",1000039279,Left,SAN_DON,Undefined,3,Bottom,2,2,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.10286,-0.140119,2.045669,2325.192131,148.131945,11:00,5.52845,-1.71898,5.74781,-15.47414,19.68454,-11.4369,4.1084,-0.76674,80.87988,-3.134342,0.000278,0.426764,,,,,,,,,,,,6.41827,10.3841,1.55578,50,5.5075,-4.14438,-130.55569,-0.74019,10.89946,31.61225,-14.53986,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,bb0d0200-1098-11ef-a4e2-cf60cac7793a,88.32148,,,9.22297,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:49:22.41,2024-05-12T12:49:22.4170000-07:00,2024-05-12T19:49:22.4170000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,061962a5-c575-4f59-ac89-658bf67ad56e,54.74626,-131.69992,15.80613,5.52477,-0.21391,-7.26993,1.71293,-4.53889,5.44973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
90,2024-05-12,12:49:40.45,3,7,"Smith, Austin",801563,Left,SAN_TOR,"Fung, Matt",1000039279,Left,SAN_DON,Undefined,3,Bottom,2,3,2,Curveball,Curveball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,76.87861,1.876772,2.171105,2521.745814,335.264284,5:15,5.29235,-1.85714,5.72413,-55.67664,-7.49209,4.21343,2.40255,0.51714,69.89813,-8.327605,2.924803,0.499603,,,,,,,,,,,,-1.46256,-3.98996,1.67314,50,5.41462,-4.38213,-111.47831,1.86597,-1.81491,22.63978,-37.12523,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,c5da82c0-1098-11ef-a4e2-cf60cac7793a,75.44473,,,6.98047,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:49:40.45,2024-05-12T12:49:40.4590000-07:00,2024-05-12T19:49:40.4590000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,522af4e6-2feb-44db-ad62-7cdd806b0857,54.77627,-112.44413,11.31989,5.30123,3.44973,-18.56262,1.85843,-4.30471,-0.90746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
91,2024-05-12,12:49:57.48,3,8,"Smith, Austin",801563,Left,SAN_TOR,"Fung, Matt",1000039279,Left,SAN_DON,Undefined,3,Bottom,2,3,2,ChangeUp,Changeup,BallCalled,Walk,Undefined,Undefined,0,0,,81.21141,1.679405,1.682732,1470.873863,117.723722,10:00,5.36355,-1.69908,6.3485,-30.93187,10.8502,-18.08497,4.33292,-1.65675,73.90673,-4.154284,-1.589109,0.465228,,,,,,,,,,,,9.79422,5.58378,1.58432,50,5.47114,-2.7847,-117.94282,2.58893,13.74028,23.27781,-24.34059,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,cfec7bb0-1098-11ef-a4e2-cf60cac7793a,81.0192,,,7.30467,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:49:57.48,2024-05-12T12:49:57.4840000-07:00,2024-05-12T19:49:57.4840000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,c829b272-6452-48ab-b203-1a522a4dd8c1,54.14861,-118.75879,11.6389,5.36543,3.44216,-12.1703,1.69038,-3.26635,6.87014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
92,2024-05-12,12:50:57.72,4,1,"Smith, Austin",801563,Left,SAN_TOR,"Kallinger, Myles",824264,Right,SAN_DON,Undefined,3,Bottom,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.87907,-1.080908,1.328508,2298.829231,160.441746,11:15,5.5476,-1.80082,5.81059,-15.00028,20.74855,-6.93516,3.29205,-1.14316,80.50762,-3.975564,0.086132,0.430331,,,,,,,,,,,,3.90752,11.23501,1.69593,50,5.45007,-2.68608,-128.92906,-2.82932,6.52519,28.78662,-13.41276,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,f3efb0e0-1098-11ef-a4e2-cf60cac7793a,87.58948,,,8.37145,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:50:57.72,2024-05-12T12:50:57.7270000-07:00,2024-05-12T19:50:57.7270000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,5ad93fbc-ccb4-4425-bb0b-f3aeb4a70f57,54.68471,-129.97083,14.39331,5.54367,-2.34393,-6.70638,1.79741,-2.92222,3.2626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
93,2024-05-12,12:51:13.70,4,2,"Smith, Austin",801563,Left,SAN_TOR,"Kallinger, Myles",824264,Right,SAN_DON,Undefined,3,Bottom,2,1,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,74.9636,2.98119,-0.681241,2509.865828,329.876756,5:00,5.31987,-1.82434,5.67224,-64.95948,-15.12721,9.60465,2.68869,-1.65912,69.38256,-8.834061,1.038118,0.508074,,,,,,,,,,,,-5.05055,-8.00516,1.87568,50,5.53045,0.9453,-108.95004,3.56871,-6.10294,18.18697,-41.84726,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,fd732570-1098-11ef-a4e2-cf60cac7793a,74.18694,,,5.58104,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:51:13.70,2024-05-12T12:51:13.7050000-07:00,2024-05-12T19:51:13.7050000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,e427bb6d-5491-40cc-b13f-d73b322c7885,54.83292,-109.75383,9.09348,5.33185,5.41819,-20.92363,1.82794,1.21503,-3.05147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
94,2024-05-12,12:51:31.22,4,3,"Smith, Austin",801563,Left,SAN_TOR,"Kallinger, Myles",824264,Right,SAN_DON,Undefined,3,Bottom,2,2,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81.17644,-1.214629,2.392921,1508.884489,133.195447,10:30,5.3511,-1.87708,6.38827,-29.65187,12.56572,-11.75493,1.76173,-0.65433,73.41766,-6.8215,0.26361,0.467647,,,,,,,,,,,,6.84933,7.39965,1.70978,50,5.25022,-4.4824,-117.73543,-3.30976,9.46943,25.48832,-21.94377,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,07d3b390-1099-11ef-a4e2-cf60cac7793a,80.60019,,,7.75877,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:51:31.22,2024-05-12T12:51:31.2290000-07:00,2024-05-12T19:51:31.2290000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,e1c3487b-6f0e-4322-bdcf-e6bd782c443a,54.107,-118.62121,12.74416,5.35199,-2.54716,-10.97189,1.87128,-4.81149,4.73471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
95,2024-05-12,12:51:49.56,4,4,"Smith, Austin",801563,Left,SAN_TOR,"Kallinger, Myles",824264,Right,SAN_DON,Undefined,3,Bottom,2,2,1,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,87.95632,-1.711213,3.700635,2216.379285,140.032058,10:45,5.41499,-1.72995,6.09095,-17.73383,18.85777,-14.64544,2.35051,0.47747,78.94271,-5.133661,1.069124,0.435373,,,,,,,,,,,,8.6904,10.64442,1.45154,50,5.27338,-7.61099,-127.27924,-4.27575,14.0011,30.47867,-15.0248,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,12c05510-1099-11ef-a4e2-cf60cac7793a,86.57495,,,9.01361,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:51:49.56,2024-05-12T12:51:49.5610000-07:00,2024-05-12T19:51:49.5610000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,b79a3cbc-419f-4abe-b258-9dddcdefe1b7,54.40368,-128.32943,15.23934,5.41179,-3.75805,-7.5124,1.7221,-8.09342,7.00055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
96,2024-05-12,12:52:06.75,4,5,"Smith, Austin",801563,Left,SAN_TOR,"Kallinger, Myles",824264,Right,SAN_DON,Undefined,3,Bottom,2,2,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.91587,-0.307285,1.130843,1572.52142,125.177807,10:15,5.38205,-1.83188,6.38248,-31.56171,10.71512,-13.12406,2.46917,-1.88513,73.42289,-6.258634,-1.24797,0.467975,,,,,,,,,,,,7.14945,6.13004,1.75591,50,5.34556,-1.83568,-117.51168,-1.51065,9.88108,24.68037,-23.70187,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,1d014d40-1099-11ef-a4e2-cf60cac7793a,80.54371,,,7.49299,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:52:06.75,2024-05-12T12:52:06.7590000-07:00,2024-05-12T19:52:06.7590000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,b0ef33a4-1a3a-4996-a1e9-9e08a5993274,54.11382,-118.37253,12.34018,5.38383,-0.68392,-11.85094,1.82595,-2.18033,4.94054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
97,2024-05-12,12:52:27.96,4,6,"Smith, Austin",801563,Left,SAN_TOR,"Kallinger, Myles",824264,Right,SAN_DON,Undefined,3,Bottom,2,3,2,ChangeUp,Changeup,InPlay,Undefined,LineDrive,Single,0,1,,82.3797,-0.555265,2.409546,1583.066505,122.494144,10:00,5.3658,-1.83122,6.45464,-30.43364,10.01193,-13.64052,2.3191,-0.75307,75.20477,-6.283233,-0.064326,0.457727,90.47735,15.546066,-14.214704,898.363996,105.4239,21.78953,-31.39726,231.23578,230.76293,-19.759185,2.42652,7.88544,5.78489,1.66665,50,5.31286,-4.55213,-119.68372,-2.01247,11.3783,24.21768,-23.82677,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,29a69b40-1099-11ef-a4e2-cf60cac7793a,82.34692,22.16827,,7.17493,,,,2.20419,2.38889,0.75209,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:52:27.96,2024-05-12T12:52:27.9650000-07:00,2024-05-12T19:52:27.9650000Z,LineDrive,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,462eafc2-303f-42ad-9921-f14eb1f40542,54.04487,-120.49941,12.10884,5.36713,-1.20995,-11.91339,1.82642,-4.93537,5.68915,124.37694,2.20419,123.93075,-23.49906,5.84164,-1.29968,0.24625,-0.03896,0.00422,-0.00016,2.38889,35.56548,-16.68413,0.50685,0.16917,-0.07834,0.01987,-0.00228,9E-05,0.7521,-31.39333,-3.03569,2.16739,-0.78446,0.21437,-0.04566,0.00633,-0.00041,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
98,2024-05-12,12:53:06.51,5,1,"Smith, Austin",801563,Left,SAN_TOR,"Watanabe, Kody",1000123739,Left,SAN_DON,Undefined,3,Bottom,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.06442,-3.650785,2.494717,2337.45565,156.436408,11:15,5.4773,-1.52537,5.98663,-14.04265,22.2247,-9.14375,0.91564,0.02628,80.06544,-6.364975,0.852637,0.43344,,,,,,,,,,,,5.42697,12.86312,1.33343,50,5.18087,-5.17611,-127.51776,-8.48916,8.87987,27.75796,-11.12683,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,409a9d10-1099-11ef-a4e2-cf60cac7793a,86.96111,,,7.99897,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:53:06.51,2024-05-12T12:53:06.5110000-07:00,2024-05-12T19:53:06.5110000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,e93778e2-815c-4ad0-bf6d-2c73962e9119,54.51055,-128.49586,13.87898,5.4731,-8.09709,-5.56342,1.52133,-5.48901,4.43993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
99,2024-05-12,12:53:56.58,5,2,"Smith, Austin",801563,Left,SAN_TOR,"Watanabe, Kody",1000123739,Left,SAN_DON,Undefined,3,Bottom,2,1,0,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,86.34648,-2.033596,2.627792,2137.808069,140.67655,10:45,5.44197,-1.88493,6.01016,-19.04926,18.56997,-14.15237,1.9678,-0.62816,78.43268,-5.664188,0.084321,0.441445,80.48271,-10.209623,65.442448,,,,,13.41982,13.41982,56.328495,0.099526,8.10977,10.5578,1.68646,50,5.27184,-5.18349,-125.21668,-4.98404,12.77582,27.11622,-15.54168,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,5e6961a0-1099-11ef-a4e2-cf60cac7793a,85.38427,2.08663,,7.91379,,,,2.6252,2.08663,0.63055,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:53:56.58,2024-05-12T12:53:56.5890000-07:00,2024-05-12T19:53:56.5890000Z,GroundBall,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,f8ca6485-562f-47e2-9a04-7ba352219620,54.48855,-126.18495,13.55811,5.43991,-4.42907,-7.77084,1.8797,-5.63969,6.38791,,2.62362,48.38066,,,,,,,,2.08732,-20.96558,,,,,,,,0.62709,105.8797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
100,2024-05-12,12:54:13.29,5,3,"Smith, Austin",801563,Left,SAN_TOR,"Watanabe, Kody",1000123739,Left,SAN_DON,Undefined,3,Bottom,2,1,1,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,88.72696,-1.103574,2.266458,2309.548167,153.647117,11:00,5.46104,-1.65768,5.84217,-15.28359,20.75296,-9.63831,3.16087,-0.35345,79.96245,-4.063015,0.540032,0.432059,,,,,,,,,,,,5.59918,11.28729,1.47859,50,5.36222,-4.66839,-128.58995,-2.87724,9.25253,29.91943,-13.52201,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,68923df0-1099-11ef-a4e2-cf60cac7793a,87.23912,,,8.76451,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:54:13.29,2024-05-12T12:54:13.2930000-07:00,2024-05-12T19:54:13.2930000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,db5d0dc3-61f6-4c97-970c-2bf1016953c9,54.65284,-129.66801,14.95971,5.45712,-2.39001,-6.761,1.65281,-5.00178,4.62627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.20542,1.624375,0.712192,0.912183,-1.91057,2.91782,0.32522,-4.87172,5.89175,2.9332,67.21856,0.92658,57.55914,-4.80882,87.43862,-9.31904,5.90481,5.49319,-12.01061,2.95096,63.0849,-3.53683,High,High,High,,,High,High,Medium
101,2024-05-12,12:54:52.18,5,4,"Smith, Austin",801563,Left,SAN_TOR,"Watanabe, Kody",1000123739,Left,SAN_DON,Undefined,3,Bottom,2,1,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,88.86889,-1.576791,2.342134,2223.853904,164.88086,11:30,5.57617,-1.6551,5.83057,-15.18261,20.73186,-5.2552,2.84365,0.08532,80.23378,-4.510003,1.401237,0.431326,,,,,,,,,,,,3.39362,11.41615,1.46687,50,5.43847,-5.03721,-128.77068,-3.94643,5.63115,29.67772,-13.23095,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,7f961e40-1099-11ef-a4e2-cf60cac7793a,87.38726,,,8.63511,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:54:52.18,2024-05-12T12:54:52.1810000-07:00,2024-05-12T19:54:52.1810000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,38a7957b-c908-4054-b9e5-57a97968fbf0,54.66435,-129.84122,14.83886,5.57221,-3.46916,-6.61548,1.65223,-5.24033,2.81557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.39601,,,,,,,-1.23252,5.93544,-3.58978,,,,-1.15909,54.05773,-4.02851,6.00368,15.92816,-14.52156,-3.58099,33.89175,-0.95124,High,High,High,,,High,High,Medium
102,2024-05-12,12:56:52.26,1,1,"Shepardson, Blake",824245,Right,SAN_DON,"DeCriscio, Justin",813664,Right,SAN_TOR,Undefined,4,Top,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,95.85883,-2.822889,-2.485266,2097.386345,230.791144,1:45,5.47295,2.52438,6.27144,-17.93832,12.28434,13.80245,1.37124,1.38209,87.18584,-6.222169,0.009015,0.395674,,,,,,,,,,,,-7.98437,7.54248,-2.34736,50,5.25518,5.45395,-139.04016,-7.42544,-15.5104,33.40401,-17.52208,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,c726bc60-1099-11ef-a4e2-cf60cac7793a,95.26127,,,8.67299,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:56:52.26,2024-05-12T12:56:52.2680000-07:00,2024-05-12T19:56:52.2680000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,c27d6fd7-1209-463c-a00b-0063183b750b,54.22843,-140.05234,16.70201,5.47214,-6.8945,-8.76104,-2.51974,5.92394,-7.7552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
103,2024-05-12,12:57:05.09,1,2,"Shepardson, Blake",824245,Right,SAN_DON,"DeCriscio, Justin",813664,Right,SAN_TOR,Undefined,4,Top,0,1,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,97.2913,-2.869246,-3.598109,2094.805673,227.573206,1:30,5.57809,2.3293,6.21154,-16.93658,12.42205,12.53335,1.51123,0.04867,88.72578,-6.075386,-1.339819,0.389977,,,,,,,,,,,,-7.54552,7.55512,-2.0654,50,5.35387,8.31703,-140.98419,-7.62132,-15.14093,32.95873,-17.01382,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,ced41160-1099-11ef-a4e2-cf60cac7793a,96.65288,,,8.56553,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:57:05.09,2024-05-12T12:57:05.0950000-07:00,2024-05-12T19:57:05.0950000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,9f0bfd14-ce3a-4a18-a4ff-14063d41449c,54.28769,-141.98301,16.47936,5.57703,-7.10571,-8.50691,-2.3244,8.77588,-7.57046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
104,2024-05-12,12:57:37.58,1,3,"Shepardson, Blake",824245,Right,SAN_DON,"DeCriscio, Justin",813664,Right,SAN_TOR,Undefined,4,Top,0,1,1,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,85.93842,-0.413865,-2.612883,2645.150883,78.795614,8:45,5.44113,2.41256,5.9024,-40.30715,-1.76043,-15.83442,1.6976,-1.33419,77.80833,-7.833988,-5.45161,0.446853,,,,,,,,,,,,7.15823,-0.28681,-2.19385,50,5.38548,6.34806,-124.54201,-2.30894,11.01724,29.69318,-32.61549,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,e22ebfd0-1099-11ef-a4e2-cf60cac7793a,84.35078,,,8.13009,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:57:37.58,2024-05-12T12:57:37.5870000-07:00,2024-05-12T19:57:37.5870000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,d6989a00-750b-4b4e-a82f-5b1310bb991a,54.59434,-125.63261,14.84659,5.44829,-1.11101,-16.30775,-2.41958,5.94341,5.50862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
105,2024-05-12,12:57:49.71,1,4,"Shepardson, Blake",824245,Right,SAN_DON,"DeCriscio, Justin",813664,Right,SAN_TOR,Undefined,4,Top,0,1,2,Slider,Slider,InPlay,Undefined,Popup,Out,1,0,,86.42297,-0.450793,-1.619793,2750.717083,77.920293,8:30,5.46145,2.31546,6.04097,-40.84246,-3.09217,-20.55336,1.64036,-0.89745,78.51921,-7.97661,-5.319694,0.442213,62.70446,66.625762,38.68788,4901.21487,,,,113.00956,50.03908,54.072754,4.886128,10.09709,-1.09114,-2.1781,50,5.40444,4.36735,-125.45024,-2.3774,15.79585,29.71822,-33.88104,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,e964e900-1099-11ef-a4e2-cf60cac7793a,85.23591,96.31195,,7.90376,,,,2.10886,1.73711,0.83329,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:57:49.71,2024-05-12T12:57:49.7190000-07:00,2024-05-12T19:57:49.7190000Z,Popup,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,3a8f4386-35c2-4d04-9bc3-19686947c78a,54.45917,-126.50217,14.85911,5.46737,-1.17812,-16.94052,-2.3228,3.80823,7.89792,194.121709,2.10943,28.45586,-9.59539,2.50526,-0.13424,-0.14505,0.05194,-0.00738,0.00039,1.73456,84.46944,-22.07253,2.19662,-0.52688,0.09928,-0.00954,-8E-05,5E-05,0.83454,22.77979,-1.87663,0.22023,0.09889,-0.05882,0.01333,-0.00142,6E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
106,2024-05-12,12:58:22.30,2,1,"Shepardson, Blake",824245,Right,SAN_DON,"Allen, Dustin",695232,Left,SAN_TOR,Undefined,4,Top,1,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,97.0494,-1.934761,-3.18446,2119.449947,238.294808,2:00,5.59765,3.03261,6.45861,-18.75635,10.90713,15.83528,2.25395,1.42399,87.01722,-5.522236,-0.315306,0.391997,,,,,,,,,,,,-9.24481,6.67213,-2.8133,50,5.45237,7.10901,-140.57905,-5.33144,-18.12162,37.9508,-19.09538,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,fcd8ebd0-1099-11ef-a4e2-cf60cac7793a,96.155,,,10.03218,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:58:22.30,2024-05-12T12:58:22.3060000-07:00,2024-05-12T19:58:22.3060000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,ad0da206-3d4f-4822-bf76-a78cc19e6fb1,54.03626,-141.66449,18.9754,5.59704,-4.78529,-9.54769,-3.02404,7.62731,-9.06081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
