PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence 
160,2024-05-12,13:28:19.44,3,2,"Smith, Austin",801563,Left,SAN_TOR,"Fung, Matt",1000039279,Left,SAN_DON,Undefined,5,Bottom,1,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.10328,-2.472668,2.825952,2217.281332,155.515172,11:15,5.47227,-1.75273,5.99175,-17.47623,20.68143,-8.78107,1.72018,0.13656,77.70162,-5.834647,1.24943,0.444593,,,,,,,,,,,,5.36988,11.78194,1.53447,50,5.26741,-5.78804,-124.65977,-5.84032,8.33437,28.25981,-13.88776,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,2c1e5fc0-109e-11ef-a4e2-cf60cac7793a,84.77972,,,8.40165,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,20:28:19.44,2024-05-12T13:28:19.4490000-07:00,2024-05-12T20:28:19.4490000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,5dd0131d-417d-4e7e-bafe-f3e927689c55,54.50296,-125.67643,14.12991,5.46854,-5.34071,-6.94388,1.74809,-6.08787,4.16719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
161,2024-05-12,13:28:34.14,3,3,"Smith, Austin",801563,Left,SAN_TOR,"Fung, Matt",1000039279,Left,SAN_DON,Undefined,5,Bottom,1,1,1,Curveball,Curveball,InPlay,Undefined,GroundBall,FieldersChoice,1,0,,74.28961,1.842934,0.86291,2482.837282,337.609839,5:15,5.36902,-1.75413,5.74161,-63.5294,-12.44824,5.79296,1.79165,-0.46786,68.30485,-9.746372,1.902006,0.514401,,,,,,,,,,,,-2.71646,-6.50882,1.67866,50,5.48288,-1.82955,-107.9275,1.48996,-3.18469,19.84743,-39.80474,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,34c92790-109e-11ef-a4e2-cf60cac7793a,73.27441,,,5.98476,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,20:28:34.14,2024-05-12T13:28:34.1440000-07:00,2024-05-12T20:28:34.1440000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,f96e7a2e-1d7a-4bc7-9a8d-f603be074217,54.76162,-108.79962,9.92371,5.37898,3.23903,-19.90237,1.75598,-1.68961,-1.59234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
162,2024-05-12,13:29:44.49,4,1,"Smith, Austin",801563,Left,SAN_TOR,"Kallinger, Myles",824264,Right,SAN_DON,Undefined,5,Bottom,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,86.98094,-4.122567,3.079065,2209.22384,142.658093,10:45,5.54229,-1.65023,5.97016,-18.1893,18.80706,-13.43001,0.19228,0.08801,79.77664,-7.555108,0.668049,0.437775,,,,,,,,,,,,7.76717,11.16973,1.41378,50,5.20474,-6.23501,-125.93262,-9.6091,12.48946,25.26231,-14.21336,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,5eb76850-109e-11ef-a4e2-cf60cac7793a,86.10002,,,7.2043,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,20:29:44.49,2024-05-12T13:29:44.4940000-07:00,2024-05-12T20:29:44.4940000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,d912620c-5c58-4d44-b3db-0ee7d66a0bd1,54.52915,-126.83792,12.63116,5.53996,-9.09975,-7.10668,1.64523,-6.68259,6.24473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
163,2024-05-12,13:30:00.90,4,2,"Smith, Austin",801563,Left,SAN_TOR,"Kallinger, Myles",824264,Right,SAN_DON,Undefined,5,Bottom,2,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.57451,-4.344223,3.054222,2215.708791,158.153943,11:15,5.53115,-1.69009,6.0633,-14.60398,21.77611,-8.25485,0.28017,0.45134,80.27963,-7.139348,1.570767,0.434114,,,,,,,,,,,,5.10378,12.78997,1.45743,50,5.18529,-6.43419,-126.76769,-10.01679,8.31814,25.53515,-11.32888,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,687b8f60-109e-11ef-a4e2-cf60cac7793a,86.82619,,,7.29488,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,20:30:00.90,2024-05-12T13:30:00.9020000-07:00,2024-05-12T20:30:00.9020000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,4babd6c5-c32b-4590-8f0d-40a1675b739d,54.43562,-127.65805,12.76758,5.52766,-9.62178,-5.66444,1.68683,-6.72422,4.15907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
164,2024-05-12,13:30:20.53,4,3,"Smith, Austin",801563,Left,SAN_TOR,"Kallinger, Myles",824264,Right,SAN_DON,Undefined,5,Bottom,2,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,86.3235,-0.06283,2.083861,2285.770567,153.269896,11:00,5.55226,-1.75613,6.07057,-16.2778,21.18017,-10.03552,4.1376,-0.66324,78.28702,-3.211388,0.278418,0.440498,,,,,,,,,,,,5.74166,11.2643,1.59974,50,5.53851,-4.14545,-125.27879,-0.53987,9.07,26.73399,-14.38006,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,74332200-109e-11ef-a4e2-cf60cac7793a,85.56785,,,8.03648,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,20:30:20.53,2024-05-12T13:30:20.5300000-07:00,2024-05-12T20:30:20.5300000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,c25b885a-9c48-422e-8b70-32661bfc538e,54.42524,-126.21958,13.367,5.5486,-0.03382,-7.19003,1.75124,-4.46464,4.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
165,2024-05-12,13:30:34.98,4,4,"Smith, Austin",801563,Left,SAN_TOR,"Kallinger, Myles",824264,Right,SAN_DON,Undefined,5,Bottom,2,3,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.78488,-3.176445,3.219648,2260.572387,155.851895,11:15,5.47856,-1.79017,5.95584,-16.91454,20.41816,-8.58445,1.11561,0.48339,79.06342,-6.404488,1.680315,0.43976,,,,,,,,,,,,5.31717,11.76036,1.53886,50,5.2161,-6.71345,-125.65217,-7.43732,8.46629,26.42533,-13.44856,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,7cce5970-109e-11ef-a4e2-cf60cac7793a,85.71132,,,7.72146,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,20:30:34.98,2024-05-12T13:30:34.9880000-07:00,2024-05-12T20:30:34.9880000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,8fd6935e-7984-4ff9-b152-8459a228aa0d,54.54086,-126.60353,13.21266,5.47514,-6.95315,-6.72428,1.78605,-7.01825,4.23315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
166,2024-05-12,13:30:56.66,4,5,"Smith, Austin",801563,Left,SAN_TOR,"Kallinger, Myles",824264,Right,SAN_DON,Undefined,5,Bottom,2,3,1,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Double,0,0,,87.63339,-1.967508,1.939565,2340.050224,155.182504,11:15,5.49801,-1.7744,6.00467,-15.30584,21.1469,-9.20788,2.39784,-0.74401,79.64542,-4.920393,0.284526,0.434547,89.14758,29.172051,18.766297,3374.244247,101.7879,54.6142,41.70294,323.13565,299.36621,28.704627,4.656369,5.31528,11.8269,1.627,50,5.33493,-3.92937,-127.14104,-4.76502,8.64708,27.5578,-12.93359,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,89bf2f60-109e-11ef-a4e2-cf60cac7793a,86.73966,69.80401,,7.98798,,,,1.162,2.40307,0.76052,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,20:30:56.66,2024-05-12T13:30:56.6670000-07:00,2024-05-12T20:30:56.6670000Z,FlyBall,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,517597cf-5f06-4865-9aed-1143013252db,54.49312,-128.11122,13.7789,5.49467,-4.30969,-6.46679,1.77069,-4.23379,4.32354,209.660431,1.1625,108.08753,-21.83977,5.06742,-1.09304,0.22612,-0.04243,0.00556,-0.00032,2.40438,63.69789,-16.24857,0.35858,0.32071,-0.19808,0.05851,-0.00843,0.00047,0.76061,36.72739,-0.28104,-0.46637,0.17538,-0.0327,0.00233,0.00016,-3E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
167,2024-05-12,13:32:47.93,5,1,"Smith, Austin",801563,Left,SAN_TOR,"Watanabe, Kody",1000123739,Left,SAN_DON,Undefined,5,Bottom,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.16987,-3.39987,3.973941,2128.466258,154.080542,11:15,5.44255,-1.73276,6.07176,-15.64686,20.53131,-9.36213,0.98132,1.17022,80.06869,-6.407715,2.293954,0.432907,,,,,,,,,,,,5.98363,11.94749,1.42945,50,5.17,-8.46961,-127.51579,-7.99387,9.7835,27.9272,-12.6393,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,cc0791a0-109e-11ef-a4e2-cf60cac7793a,87.0682,,,8.10118,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,20:32:47.93,2024-05-12T13:32:47.9390000-07:00,2024-05-12T20:32:47.9390000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,41f9c0e4-0eb1-468c-879c-313200cc7eea,54.42472,-128.4812,13.9636,5.43878,-7.55695,-6.31965,1.72808,-8.80781,4.89175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
168,2024-05-12,13:33:01.09,5,2,"Smith, Austin",801563,Left,SAN_TOR,"Watanabe, Kody",1000123739,Left,SAN_DON,Undefined,5,Bottom,2,1,0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,87.1042,-1.919238,2.962979,2185.081769,149.299259,11:00,5.43595,-1.77875,6.15176,-19.66926,17.51588,-9.57012,2.02054,0.16382,78.30403,-5.690549,1.239619,0.438891,93.58648,25.986504,-5.037143,3569.030904,108.95444,47.44439,-15.12867,348.92179,345.48165,-14.778117,4.444981,5.93681,10.09312,1.55817,50,5.27983,-6.14384,-126.157,-4.7704,9.38743,30.17885,-16.21449,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,d3e74140-109e-11ef-a4e2-cf60cac7793a,85.88118,63.23058,,8.80017,,,,1.48815,2.12966,-0.16753,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,20:33:01.09,2024-05-12T13:33:01.0980000-07:00,2024-05-12T20:33:01.0980000Z,FlyBall,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,d883d54c-aec6-4aa8-8b54-5f99c4716e1c,54.34444,-127.19202,15.08943,5.43389,-4.21431,-8.10725,1.7744,-6.46579,4.69372,146.96698,1.48699,122.93419,-21.5338,5.04941,-1.28053,0.33619,-0.07133,0.00916,-0.0005,2.13105,60.10806,-16.13853,0.61315,0.17479,-0.13939,0.04196,-0.00592,0.00032,-0.16749,-10.83441,-4.7775,1.29744,-0.31121,0.06381,-0.01007,0.00105,-5E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
169,2024-05-12,13:35:06.79,1,1,"Calia, Kolby",824238,Right,SAN_DON,"DeCriscio, Justin",813664,Right,SAN_TOR,Undefined,6,Top,0,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,80.18101,0.243175,-1.727751,2648.850472,75.565357,8:30,4.91125,0.94421,5.15489,-46.86314,-2.41965,-14.3843,1.23501,-1.88138,74.24953,-8.217146,-4.275089,0.479817,,,,,,,,,,,,6.7141,-0.86339,-0.77136,50,4.89787,4.10457,-116.44568,-1.20164,9.26343,20.8749,-33.36525,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,1ed3dba0-109f-11ef-a4e2-cf60cac7793a,78.5559,,,5.93147,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,20:35:06.79,2024-05-12T13:35:06.7980000-07:00,2024-05-12T20:35:06.7980000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,d9b8104b-e09d-4c34-a131-c1baef2a56cf,55.34621,-117.40017,10.43745,4.91794,0.32396,-16.68263,-0.94935,3.681,4.63171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
170,2024-05-12,13:35:20.09,1,2,"Calia, Kolby",824238,Right,SAN_DON,"DeCriscio, Justin",813664,Right,SAN_TOR,Undefined,6,Top,0,1,0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,87.67982,-0.42456,-1.764258,2185.786289,217.952789,1:15,5.09074,0.88647,5.55618,-25.03675,11.72272,8.24575,2.60746,-0.07532,80.2312,-5.075631,-0.293859,0.436371,88.45624,28.63219,-16.627823,2951.423726,105.43751,54.48233,-31.3512,328.52404,325.37875,-17.692534,4.725068,-4.67862,6.39048,-0.73967,50,5.03763,3.5694,-127.29824,-1.80081,-7.68361,25.92686,-21.6791,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,26ba6910-109f-11ef-a4e2-cf60cac7793a,86.37699,71.1903,,7.44862,,,,2.03935,2.68428,0.06839,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,20:35:20.09,2024-05-12T13:35:20.0980000-07:00,2024-05-12T20:35:20.0980000Z,FlyBall,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,af2aa78e-ddae-4046-84c0-75e07ed86e37,54.94287,-128.301,12.96343,5.09106,-0.96233,-10.83955,-0.88347,3.86657,-3.8418,177.872799,2.03935,109.11444,-19.97369,4.67582,-1.03677,0.23231,-0.04574,0.00582,-0.00032,2.68557,62.12967,-14.77422,0.04961,0.33625,-0.17987,0.04975,-0.00688,0.00037,0.06836,-32.58552,5.50227,-1.35759,0.30327,-0.06391,0.01148,-0.00137,7E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
171,2024-05-12,13:35:55.08,2,1,"Calia, Kolby",824238,Right,SAN_DON,"Allen, Dustin",695232,Left,SAN_TOR,Undefined,6,Top,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.67439,-0.805902,-2.635664,2131.291223,204.240551,12:45,5.13334,3.10922,5.51036,-25.10316,12.56871,5.13445,2.28693,1.07064,79.47363,-5.460111,-1.721838,0.441753,,,,,,,,,,,,-3.28563,6.91804,-2.8827,50,5.04627,5.5649,-125.73598,-2.62416,-5.2781,24.66829,-21.0608,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,3b9a30e0-109f-11ef-a4e2-cf60cac7793a,85.3246,,,7.20076,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,20:35:55.08,2024-05-12T13:35:55.0850000-07:00,2024-05-12T20:35:55.0850000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,6e40fdb2-9972-46cf-8722-5bdcec21eca9,54.98681,-126.71057,12.33414,5.13351,-1.79209,-10.5304,-3.10668,5.77343,-2.63905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
172,2024-05-12,13:36:07.07,2,2,"Calia, Kolby",824238,Right,SAN_DON,"Allen, Dustin",695232,Left,SAN_TOR,Undefined,6,Top,1,0,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.67283,0.185225,-1.405643,2501.652696,103.879422,9:30,5.10521,3.17374,5.04626,-40.44794,4.44209,-13.03111,1.90931,0.76169,74.06349,-7.128589,-3.707785,0.482221,,,,,,,,,,,,6.12733,2.5574,-3.02897,50,5.09054,3.37895,-115.75867,-1.07286,8.41847,19.06871,-28.66039,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,42ce5e40-109f-11ef-a4e2-cf60cac7793a,78.1642,,,5.60934,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,20:36:07.07,2024-05-12T13:36:07.0780000-07:00,2024-05-12T20:36:07.0780000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,7639d3e7-b721-47b5-b03a-50dd181dcbb2,55.45396,-116.65363,9.53435,5.10933,0.27227,-14.33019,-3.17828,2.98384,4.20924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
173,2024-05-12,13:36:20.01,2,3,"Calia, Kolby",824238,Right,SAN_DON,"Allen, Dustin",695232,Left,SAN_TOR,Undefined,6,Top,1,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.53832,0.966088,-1.41227,2295.779862,207.33352,1:00,5.04772,3.14667,5.62702,-24.00387,12.79016,6.01914,3.94922,2.33021,79.91472,-3.517738,-0.337917,0.436576,,,,,,,,,,,,-3.41559,6.5613,-3.0302,50,5.11476,2.86948,-127.06704,1.34389,-5.59128,25.7323,-21.43322,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,4a6f7e40-109f-11ef-a4e2-cf60cac7793a,86.33643,,,7.62361,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,20:36:20.01,2024-05-12T13:36:20.0120000-07:00,2024-05-12T20:36:20.0120000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,d386ce2e-96fd-415b-a1ea-71ba581020c7,54.86955,-128.04937,12.86615,5.04784,2.16211,-10.71661,-3.14382,3.08293,-2.79564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
174,2024-05-12,13:36:32.60,2,4,"Calia, Kolby",824238,Right,SAN_DON,"Allen, Dustin",695232,Left,SAN_TOR,Undefined,6,Top,1,1,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,87.97255,-0.117033,-2.636221,2277.545348,196.023742,12:30,5.12049,3.0586,5.66595,-23.14037,13.11339,3.45465,3.08289,0.88668,80.771,-4.428712,-2.019866,0.433359,,,,,,,,,,,,-2.45429,7.025,-2.83798,50,5.09603,5.73486,-127.71815,-1.03074,-4.07564,24.98644,-20.50826,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,51f0ba30-109f-11ef-a4e2-cf60cac7793a,86.97739,,,7.20155,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,20:36:32.60,2024-05-12T13:36:32.6070000-07:00,2024-05-12T20:36:32.6070000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,a1316dd9-6c07-40b9-aea1-ab382aa419a2,54.83311,-128.66021,12.49322,5.12032,-0.25752,-10.25413,-3.0571,5.88852,-2.03782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
175,2024-05-12,13:36:50.87,2,5,"Calia, Kolby",824238,Right,SAN_DON,"Allen, Dustin",695232,Left,SAN_TOR,Undefined,6,Top,1,1,2,Fastball,Cutter,BallCalled,Undefined,Undefined,Undefined,0,0,,87.07064,2.343269,-1.37367,2123.994949,205.630258,12:45,5.25851,3.16881,5.64215,-27.8221,9.57686,4.0139,5.12774,2.22164,79.00897,-2.83965,-0.657357,0.44015,,,,,,,,,,,,-2.40697,4.55292,-3.05465,50,5.44014,2.84997,-126.23043,4.21619,-3.86967,26.55663,-24.85433,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,5cddd0e0-109f-11ef-a4e2-cf60cac7793a,85.63539,,,8.06167,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,20:36:50.87,2024-05-12T13:36:50.8710000-07:00,2024-05-12T20:36:50.8710000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,73739656-37ff-4ca0-bc17-377aa5642342,54.85313,-127.24734,13.27831,5.26047,5.16792,-12.42717,-3.16662,2.99815,-1.93484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
176,2024-05-12,13:37:09.66,2,6,"Calia, Kolby",824238,Right,SAN_DON,"Allen, Dustin",695232,Left,SAN_TOR,Undefined,6,Top,1,2,2,Fastball,Slider,InPlay,Undefined,Popup,Out,1,0,,87.10497,-0.627672,-3.482334,2056.486966,185.617701,12:15,5.09412,2.99268,5.63613,-25.79608,11.32548,1.0037,2.35776,-0.17651,80.02435,-5.404835,-3.3036,0.438515,76.95753,58.604648,0.813744,4664.262367,108.57113,116.10543,-17.6723,181.54743,91.6421,-12.107286,5.37426,-1.44047,6.25347,-2.69697,50,5.0242,7.64644,-126.33997,-2.25794,-2.33782,24.74667,-22.02493,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,680817a0-109f-11ef-a4e2-cf60cac7793a,85.95475,117.09948,,7.08062,,,,1.81481,2.54787,0.15083,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,20:37:09.66,2024-05-12T13:37:09.6650000-07:00,2024-05-12T20:37:09.6650000Z,Popup,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,d43fe808-c90a-4c74-a96f-fceef1c75723,54.86324,-127.28899,12.37333,5.09459,-1.4133,-11.01246,-2.99192,7.73609,-1.16891,160.155785,1.82126,58.65515,-13.56232,2.90073,-0.08307,-0.14306,0.04124,-0.00489,0.00022,2.5443,96.40555,-24.75944,2.7772,-0.52194,0.05018,0.00471,-0.00168,0.00011,0.15396,0.76238,-5.18157,1.25511,0.02023,-0.10651,0.03122,-0.00394,0.00019,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
